time,LT,ST,MPP,CMP,CLP,GMP,MEP,proB
0,0.0092,0,0,0,0,0,0,0
1,0.009,6.89655e-05,0,0,0,0,0,0
2,0.0086,0.000206897,0,0,0,0,0,0
3,0.009,0.000137931,0,8.20513e-05,0,4.2735e-05,3.94477e-05,0
4,0.0088,0.000206897,0,2.5641e-05,0,4.2735e-05,2.62985e-05,0
5,0.009,0.000206897,0,3.07692e-05,0,2.13675e-05,2.62985e-05,0
6,0.0088,0.000206897,8.88889e-05,0.000128205,0,2.13675e-05,0.000131492,0
7,0.0088,0.000206897,0,5.12821e-05,0,0,1.31492e-05,0
8,0.0088,0.000206897,0,5.12821e-05,0,8.54701e-05,1.31492e-05,0
9,0.0088,0.000206897,0,0,0,0,0,0
10,0.009,0.000275862,0,0,0,0,0,0
11,0.0092,0.000275862,0,0,0,0,0,0
12,0.0096,0.000344828,0,0,0,0,0,0
13,0.0096,0.000344828,2.22222e-05,8.20513e-05,0,4.2735e-05,3.94477e-05,0
14,0.0096,0.000344828,0,0,0,0,0,0
15,0.0096,0.000344828,0,0,0,0,0,0
16,0.0096,0.000413793,0,0,0,0,0,0
17,0.0096,0.000551724,0,0,0,0,0,0
18,0.01,0.000551724,0,0,0,0,0,0
19,0.01,0.000551724,0,0,0,0,0,0
20,0.01,0.000551724,0,0,0,0,0,0
21,0.0098,0.00062069,0,0,0,0,0,0
22,0.0098,0.00062069,0,0,0,0,0,0
23,0.0098,0.000551724,6.66667e-05,0,0,4.2735e-05,0,0
24,0.0098,0.000551724,0,0,0,2.13675e-05,0,0
25,0.0098,0.00062069,0,0,0,0,0,0
26,0.0098,0.00062069,0,0,0,0,0,0
27,0.0102,0.000551724,0,0,0,0,0,0
28,0.0102,0.00062069,0,0,0,0,0,0
29,0.0102,0.000758621,0,0,0,0,0,0
30,0.01,0.000827586,0,0,0,0,0,0
31,0.01,0.000896552,0,0,0,0,0,0
32,0.01,0.000896552,0,0,0,0,0,0
33,0.0098,0.000965517,0,0,0,0,0,0
34,0.01,0.000896552,0,0,0,0,0,0
35,0.0102,0.000896552,0,0,0,0,0,0
36,0.0102,0.000896552,0,0,0,0,0,0
37,0.0102,0.000896552,0,0,0,0,0,0
38,0.0102,0.000965517,0,0,0,0,0,0
39,0.0102,0.000965517,0,0,0,0,0,0
40,0.0104,0.00103448,0,0,0,0,0,0
41,0.0106,0.00110345,0,0,0,0,0,0
42,0.0106,0.00110345,4.44444e-05,0,0,0,0,0
43,0.0106,0.00124138,0,1.53846e-05,0,0,1.31492e-05,0
44,0.0106,0.00110345,0,0,0,2.13675e-05,1.31492e-05,0
45,0.0106,0.00110345,0,0,0,0,0,0
46,0.0108,0.00103448,0,0,0,0,0,0
47,0.0108,0.00110345,0,0,0,0,0,0
48,0.0106,0.00110345,0,0,0,0,0,0
49,0.0106,0.00103448,6.66667e-05,3.07692e-05,0,0,1.31492e-05,0
50,0.0106,0.00103448,4.44444e-05,5.12821e-05,0,6.41026e-05,3.94477e-05,0
51,0.0108,0.00110345,0,0,0,0,0,0
52,0.0106,0.00124138,0,0,0,0,0,0
53,0.0108,0.00124138,0,0,0,0,0,0
54,0.0104,0.00131034,0,0,0,0,0,0
55,0.0104,0.00131034,0,0,0,0,0,0
56,0.0108,0.00131034,0.000133333,0,0,2.13675e-05,0,0
57,0.0108,0.00137931,2.22222e-05,3.07692e-05,0,0,1.31492e-05,0
